,Unnamed: 0,method_str,masked_method,method_name,prediction,prediction_scores,prediction_weighted_score,c2v_pred,c2v_prediction_scores,c2v_prediction_weighted_score
501,501,"public void setBvhAabbMax(btVector3DoubleData value) {CollisionJNI.btQuantizedBvhDoubleData_bvhAabbMax_set(swigCPtr, this, btVector3DoubleData.getCPtr(value), value);}
","public void [MASK](btVector3DoubleData value) {CollisionJNI.btQuantizedBvhDoubleData_bvhAabbMax_set(swigCPtr, this, btVector3DoubleData.getCPtr(value), value);}
",setBvhAabbMax,"[{'value': ['set'], 'probability': 0.6054961085319519}, {'value': ['put'], 'probability': 0.04885106533765793}, {'value': ['execute'], 'probability': 0.021335730329155922}, {'value': ['get'], 'probability': 0.01814408041536808}, {'value': ['apply'], 'probability': 0.01777597703039646}]","[1.0, 0.7944568, 0.35167885, 0.65028083, 0.5010617]",0.6725151022753539,"[{'value': ['swap'], 'probability': 0.6816266179084778}, {'value': ['set'], 'probability': 0.05301619693636894}, {'value': ['set', 'bits'], 'probability': 0.046081967651844025}, {'value': ['assign'], 'probability': 0.041276972740888596}, {'value': ['set', 'to'], 'probability': 0.03635069727897644}, {'value': ['ne'], 'probability': 0.03558707982301712}, {'value': ['add'], 'probability': 0.03186134621500969}, {'value': ['lt'], 'probability': 0.026595523580908775}, {'value': ['set', 'top'], 'probability': 0.025171708315610886}, {'value': ['set', 'nodes'], 'probability': 0.022431842982769012}]","[0.3554226, 1.0, 0.81719714, 0.17613421, 0.9136955, 0.027621567, 0.5084879, -0.021349974, 0.8966336, 0.7400634]",0.42921056101584765
502,502,"public btVector3DoubleData getBvhAabbMax() {long cPtr = CollisionJNI.btQuantizedBvhDoubleData_bvhAabbMax_get(swigCPtr, this);return (cPtr == 0) ? null : new btVector3DoubleData(cPtr, false);}
","public btVector3DoubleData [MASK]() {long cPtr = CollisionJNI.btQuantizedBvhDoubleData_bvhAabbMax_get(swigCPtr, this);return (cPtr == 0) ? null : new btVector3DoubleData(cPtr, false);}
",getBvhAabbMax,"[{'value': ['get'], 'probability': 0.3904128968715668}, {'value': ['build'], 'probability': 0.14828665554523468}, {'value': ['create'], 'probability': 0.10377895832061768}, {'value': ['clone'], 'probability': 0.03714296966791153}, {'value': ['resolve'], 'probability': 0.018107183277606964}]","[1.0, 0.5626448, 0.62328804, 0.166604, 0.427468]",0.5524582012321734,"[{'value': ['clone'], 'probability': 0.24985620379447937}, {'value': ['get', 'parent'], 'probability': 0.10705603659152985}, {'value': ['get', 'dto'], 'probability': 0.09282155334949493}, {'value': ['get', 'data'], 'probability': 0.09101137518882751}, {'value': ['get', 'previous'], 'probability': 0.08914676308631897}, {'value': ['get', 'shutdown'], 'probability': 0.08140432834625244}, {'value': ['get', 'next'], 'probability': 0.07586400955915451}, {'value': ['get', 'inf'], 'probability': 0.07277494668960571}, {'value': ['get', 'unit'], 'probability': 0.07116889208555222}, {'value': ['get', 'target'], 'probability': 0.06889588385820389}]","[0.166604, 0.85029024, 0.88755053, 0.82370985, 0.86536276, 0.80612296, 0.926832, 0.6782611, 0.815615, 0.8772629]",0.6709325440641549
503,503,"public void setBvhQuantization(btVector3DoubleData value) {CollisionJNI.btQuantizedBvhDoubleData_bvhQuantization_set(swigCPtr, this, btVector3DoubleData.getCPtr(value), value);}
","public void [MASK](btVector3DoubleData value) {CollisionJNI.btQuantizedBvhDoubleData_bvhQuantization_set(swigCPtr, this, btVector3DoubleData.getCPtr(value), value);}
",setBvhQuantization,"[{'value': ['set'], 'probability': 0.7365906238555908}, {'value': ['put'], 'probability': 0.042366646230220795}, {'value': ['get'], 'probability': 0.017091603949666023}, {'value': ['add'], 'probability': 0.010505368001759052}, {'value': ['apply'], 'probability': 0.010327249765396118}]","[1.0, 0.7944568, 0.65028083, 0.5084879, 0.5010617]",0.7918798770572224,"[{'value': ['swap'], 'probability': 0.6816266179084778}, {'value': ['set'], 'probability': 0.05301619693636894}, {'value': ['set', 'bits'], 'probability': 0.046081967651844025}, {'value': ['assign'], 'probability': 0.041276972740888596}, {'value': ['set', 'to'], 'probability': 0.03635069727897644}, {'value': ['ne'], 'probability': 0.03558707982301712}, {'value': ['add'], 'probability': 0.03186134621500969}, {'value': ['lt'], 'probability': 0.026595523580908775}, {'value': ['set', 'top'], 'probability': 0.025171708315610886}, {'value': ['set', 'nodes'], 'probability': 0.022431842982769012}]","[0.3554226, 1.0, 0.81719714, 0.17613421, 0.9136955, 0.027621567, 0.5084879, -0.021349974, 0.8966336, 0.7400634]",0.42921056101584765
504,504,"public btVector3DoubleData getBvhQuantization() {long cPtr = CollisionJNI.btQuantizedBvhDoubleData_bvhQuantization_get(swigCPtr, this);return (cPtr == 0) ? null : new btVector3DoubleData(cPtr, false);}
","public btVector3DoubleData [MASK]() {long cPtr = CollisionJNI.btQuantizedBvhDoubleData_bvhQuantization_get(swigCPtr, this);return (cPtr == 0) ? null : new btVector3DoubleData(cPtr, false);}
",getBvhQuantization,"[{'value': ['get'], 'probability': 0.4705989956855774}, {'value': ['build'], 'probability': 0.11476831883192062}, {'value': ['create'], 'probability': 0.0842394009232521}, {'value': ['clone'], 'probability': 0.02430221065878868}, {'value': ['test'], 'probability': 0.015984388068318367}]","[1.0, 0.5626448, 0.62328804, 0.166604, 0.4599198]",0.5990785840216262,"[{'value': ['clone'], 'probability': 0.24985620379447937}, {'value': ['get', 'parent'], 'probability': 0.10705603659152985}, {'value': ['get', 'dto'], 'probability': 0.09282155334949493}, {'value': ['get', 'data'], 'probability': 0.09101137518882751}, {'value': ['get', 'previous'], 'probability': 0.08914676308631897}, {'value': ['get', 'shutdown'], 'probability': 0.08140432834625244}, {'value': ['get', 'next'], 'probability': 0.07586400955915451}, {'value': ['get', 'inf'], 'probability': 0.07277494668960571}, {'value': ['get', 'unit'], 'probability': 0.07116889208555222}, {'value': ['get', 'target'], 'probability': 0.06889588385820389}]","[0.166604, 0.85029024, 0.88755053, 0.82370985, 0.86536276, 0.80612296, 0.926832, 0.6782611, 0.815615, 0.8772629]",0.6709325440641549
505,505,"public void setCurNodeIndex(int value) {CollisionJNI.btQuantizedBvhDoubleData_curNodeIndex_set(swigCPtr, this, value);}
","public void [MASK](int value) {CollisionJNI.btQuantizedBvhDoubleData_curNodeIndex_set(swigCPtr, this, value);}
",setCurNodeIndex,"[{'value': ['set'], 'probability': 0.6856375932693481}, {'value': ['put'], 'probability': 0.08234962821006775}, {'value': ['execute'], 'probability': 0.01785343326628208}, {'value': ['get'], 'probability': 0.012288238853216171}, {'value': ['apply'], 'probability': 0.0080986013635993}]","[1.0, 0.7944568, 0.35167885, 0.65028083, 0.5010617]",0.7693881935651785,"[{'value': ['set', 'top'], 'probability': 0.37998858094215393}, {'value': ['set', 'code'], 'probability': 0.25819748640060425}, {'value': ['set', 'value'], 'probability': 0.07483197003602982}, {'value': ['set', 'flags'], 'probability': 0.06113813444972038}, {'value': ['set', 'id'], 'probability': 0.058976516127586365}, {'value': ['pack'], 'probability': 0.044762857258319855}, {'value': ['set'], 'probability': 0.03763332962989807}, {'value': ['set', 'info'], 'probability': 0.029088716953992844}, {'value': ['set', 'bottom'], 'probability': 0.029045168310403824}, {'value': ['extend'], 'probability': 0.02633724734187126}]","[0.8966336, 0.852165, 0.8399167, 0.7786614, 0.7939222, 0.459913, 1.0, 0.8025115, 0.86028856, 0.5463553]",0.8389597825804684
506,506,"public int getCurNodeIndex() {return CollisionJNI.btQuantizedBvhDoubleData_curNodeIndex_get(swigCPtr, this);}
","public int [MASK]() {return CollisionJNI.btQuantizedBvhDoubleData_curNodeIndex_get(swigCPtr, this);}
",getCurNodeIndex,"[{'value': ['get'], 'probability': 0.17105481028556824}, {'value': ['execute'], 'probability': 0.053728777915239334}, {'value': ['start'], 'probability': 0.03828439861536026}, {'value': ['run'], 'probability': 0.029685577377676964}, {'value': ['state'], 'probability': 0.027806337922811508}]","[1.0, 0.37713256, 0.7199945, 0.65114945, 0.49234587]",0.2519023210396898,"[{'value': ['get', 'id'], 'probability': 0.3313220143318176}, {'value': ['size'], 'probability': 0.1665688157081604}, {'value': ['get', 'flags'], 'probability': 0.15398664772510529}, {'value': ['stop', 'capture'], 'probability': 0.08354075998067856}, {'value': ['get', 'length'], 'probability': 0.055937256664037704}, {'value': ['hash', 'code'], 'probability': 0.05303184688091278}, {'value': ['capacity'], 'probability': 0.04606638848781586}, {'value': ['get', 'server', 'port'], 'probability': 0.04076070711016655}, {'value': ['get', 'x'], 'probability': 0.04039689898490906}, {'value': ['get', 'gid'], 'probability': 0.02838866226375103}]","[0.82231325, 0.43109724, 0.75727946, 0.64470273, 0.8075286, 0.33598104, 0.39120343, 0.6926611, 0.7925645, 0.80916685]",0.6789593480888673
507,507,"public void setUseQuantization(int value) {CollisionJNI.btQuantizedBvhDoubleData_useQuantization_set(swigCPtr, this, value);}
","public void [MASK](int value) {CollisionJNI.btQuantizedBvhDoubleData_useQuantization_set(swigCPtr, this, value);}
",setUseQuantization,"[{'value': ['set'], 'probability': 0.7098379731178284}, {'value': ['put'], 'probability': 0.08382808417081833}, {'value': ['execute'], 'probability': 0.01573323644697666}, {'value': ['get'], 'probability': 0.013313562609255314}, {'value': ['read'], 'probability': 0.006409720983356237}]","[1.0, 0.7944568, 0.35167885, 0.65028083, 0.4820371]",0.7937160872950809,"[{'value': ['set', 'top'], 'probability': 0.37998858094215393}, {'value': ['set', 'code'], 'probability': 0.25819748640060425}, {'value': ['set', 'value'], 'probability': 0.07483197003602982}, {'value': ['set', 'flags'], 'probability': 0.06113813444972038}, {'value': ['set', 'id'], 'probability': 0.058976516127586365}, {'value': ['pack'], 'probability': 0.044762857258319855}, {'value': ['set'], 'probability': 0.03763332962989807}, {'value': ['set', 'info'], 'probability': 0.029088716953992844}, {'value': ['set', 'bottom'], 'probability': 0.029045168310403824}, {'value': ['extend'], 'probability': 0.02633724734187126}]","[0.8966336, 0.852165, 0.8399167, 0.7786614, 0.7939222, 0.459913, 1.0, 0.8025115, 0.86028856, 0.5463553]",0.8389597825804684
508,508,"public int getUseQuantization() {return CollisionJNI.btQuantizedBvhDoubleData_useQuantization_get(swigCPtr, this);}
","public int [MASK]() {return CollisionJNI.btQuantizedBvhDoubleData_useQuantization_get(swigCPtr, this);}
",getUseQuantization,"[{'value': ['get'], 'probability': 0.16611243784427643}, {'value': ['execute'], 'probability': 0.05725819990038872}, {'value': ['compare'], 'probability': 0.0361776165664196}, {'value': ['run'], 'probability': 0.030484981834888458}, {'value': ['value'], 'probability': 0.030404789373278618}]","[1.0, 0.37713256, 0.46117607, 0.65114945, 0.46303764]",0.2383194616900782,"[{'value': ['get', 'id'], 'probability': 0.3313220143318176}, {'value': ['size'], 'probability': 0.1665688157081604}, {'value': ['get', 'flags'], 'probability': 0.15398664772510529}, {'value': ['stop', 'capture'], 'probability': 0.08354075998067856}, {'value': ['get', 'length'], 'probability': 0.055937256664037704}, {'value': ['hash', 'code'], 'probability': 0.05303184688091278}, {'value': ['capacity'], 'probability': 0.04606638848781586}, {'value': ['get', 'server', 'port'], 'probability': 0.04076070711016655}, {'value': ['get', 'x'], 'probability': 0.04039689898490906}, {'value': ['get', 'gid'], 'probability': 0.02838866226375103}]","[0.82231325, 0.43109724, 0.75727946, 0.64470273, 0.8075286, 0.33598104, 0.39120343, 0.6926611, 0.7925645, 0.80916685]",0.6789593480888673
509,509,"public void setNumContiguousLeafNodes(int value) {CollisionJNI.btQuantizedBvhDoubleData_numContiguousLeafNodes_set(swigCPtr, this, value);}
","public void [MASK](int value) {CollisionJNI.btQuantizedBvhDoubleData_numContiguousLeafNodes_set(swigCPtr, this, value);}
",setNumContiguousLeafNodes,"[{'value': ['set'], 'probability': 0.6691778898239136}, {'value': ['put'], 'probability': 0.07803448289632797}, {'value': ['execute'], 'probability': 0.0185238067060709}, {'value': ['get'], 'probability': 0.014016720466315746}, {'value': ['apply'], 'probability': 0.009352896362543106}]","[1.0, 0.7944568, 0.35167885, 0.65028083, 0.5010617]",0.7514885274483653,"[{'value': ['set', 'top'], 'probability': 0.37998858094215393}, {'value': ['set', 'code'], 'probability': 0.25819748640060425}, {'value': ['set', 'value'], 'probability': 0.07483197003602982}, {'value': ['set', 'flags'], 'probability': 0.06113813444972038}, {'value': ['set', 'id'], 'probability': 0.058976516127586365}, {'value': ['pack'], 'probability': 0.044762857258319855}, {'value': ['set'], 'probability': 0.03763332962989807}, {'value': ['set', 'info'], 'probability': 0.029088716953992844}, {'value': ['set', 'bottom'], 'probability': 0.029045168310403824}, {'value': ['extend'], 'probability': 0.02633724734187126}]","[0.8966336, 0.852165, 0.8399167, 0.7786614, 0.7939222, 0.459913, 1.0, 0.8025115, 0.86028856, 0.5463553]",0.8389597825804684
510,510,"public int getNumContiguousLeafNodes() {return CollisionJNI.btQuantizedBvhDoubleData_numContiguousLeafNodes_get(swigCPtr, this);}
","public int [MASK]() {return CollisionJNI.btQuantizedBvhDoubleData_numContiguousLeafNodes_get(swigCPtr, this);}
",getNumContiguousLeafNodes,"[{'value': ['get'], 'probability': 0.1401979923248291}, {'value': ['execute'], 'probability': 0.053025465458631516}, {'value': ['start'], 'probability': 0.04371846467256546}, {'value': ['run'], 'probability': 0.033438436686992645}, {'value': ['size'], 'probability': 0.027845706790685654}]","[1.0, 0.37713256, 0.7199945, 0.65114945, 0.43109724]",0.2254503026236376,"[{'value': ['get', 'id'], 'probability': 0.3313220143318176}, {'value': ['size'], 'probability': 0.1665688157081604}, {'value': ['get', 'flags'], 'probability': 0.15398664772510529}, {'value': ['stop', 'capture'], 'probability': 0.08354075998067856}, {'value': ['get', 'length'], 'probability': 0.055937256664037704}, {'value': ['hash', 'code'], 'probability': 0.05303184688091278}, {'value': ['capacity'], 'probability': 0.04606638848781586}, {'value': ['get', 'server', 'port'], 'probability': 0.04076070711016655}, {'value': ['get', 'x'], 'probability': 0.04039689898490906}, {'value': ['get', 'gid'], 'probability': 0.02838866226375103}]","[0.82231325, 0.43109724, 0.75727946, 0.64470273, 0.8075286, 0.33598104, 0.39120343, 0.6926611, 0.7925645, 0.80916685]",0.6789593480888673
511,511,"public void setNumQuantizedContiguousNodes(int value) {CollisionJNI.btQuantizedBvhDoubleData_numQuantizedContiguousNodes_set(swigCPtr, this, value);}
","public void [MASK](int value) {CollisionJNI.btQuantizedBvhDoubleData_numQuantizedContiguousNodes_set(swigCPtr, this, value);}
",setNumQuantizedContiguousNodes,"[{'value': ['set'], 'probability': 0.7115832567214966}, {'value': ['put'], 'probability': 0.07295852899551392}, {'value': ['execute'], 'probability': 0.014691668562591076}, {'value': ['get'], 'probability': 0.01219336036592722}, {'value': ['apply'], 'probability': 0.008022358641028404}]","[1.0, 0.7944568, 0.35167885, 0.65028083, 0.5010617]",0.7866612088373207,"[{'value': ['set', 'top'], 'probability': 0.37998858094215393}, {'value': ['set', 'code'], 'probability': 0.25819748640060425}, {'value': ['set', 'value'], 'probability': 0.07483197003602982}, {'value': ['set', 'flags'], 'probability': 0.06113813444972038}, {'value': ['set', 'id'], 'probability': 0.058976516127586365}, {'value': ['pack'], 'probability': 0.044762857258319855}, {'value': ['set'], 'probability': 0.03763332962989807}, {'value': ['set', 'info'], 'probability': 0.029088716953992844}, {'value': ['set', 'bottom'], 'probability': 0.029045168310403824}, {'value': ['extend'], 'probability': 0.02633724734187126}]","[0.8966336, 0.852165, 0.8399167, 0.7786614, 0.7939222, 0.459913, 1.0, 0.8025115, 0.86028856, 0.5463553]",0.8389597825804684
512,512,"public int getNumQuantizedContiguousNodes() {return CollisionJNI.btQuantizedBvhDoubleData_numQuantizedContiguousNodes_get(swigCPtr, this);}
","public int [MASK]() {return CollisionJNI.btQuantizedBvhDoubleData_numQuantizedContiguousNodes_get(swigCPtr, this);}
",getNumQuantizedContiguousNodes,"[{'value': ['get'], 'probability': 0.17530342936515808}, {'value': ['execute'], 'probability': 0.044765572994947433}, {'value': ['start'], 'probability': 0.04455598071217537}, {'value': ['run'], 'probability': 0.03250407055020332}, {'value': ['size'], 'probability': 0.026852954179048538}]","[1.0, 0.37713256, 0.7199945, 0.65114945, 0.43109724]",0.2570072872564111,"[{'value': ['get', 'id'], 'probability': 0.3313220143318176}, {'value': ['size'], 'probability': 0.1665688157081604}, {'value': ['get', 'flags'], 'probability': 0.15398664772510529}, {'value': ['stop', 'capture'], 'probability': 0.08354075998067856}, {'value': ['get', 'length'], 'probability': 0.055937256664037704}, {'value': ['hash', 'code'], 'probability': 0.05303184688091278}, {'value': ['capacity'], 'probability': 0.04606638848781586}, {'value': ['get', 'server', 'port'], 'probability': 0.04076070711016655}, {'value': ['get', 'x'], 'probability': 0.04039689898490906}, {'value': ['get', 'gid'], 'probability': 0.02838866226375103}]","[0.82231325, 0.43109724, 0.75727946, 0.64470273, 0.8075286, 0.33598104, 0.39120343, 0.6926611, 0.7925645, 0.80916685]",0.6789593480888673
